4061101177,26,0,217.48999999999998,11
4061101385,149,1,1295.9399999999987,65
4061100167,100,0,854.05,44
4061103134,33,1,317.37,30
4061103419,58,0,556.84,56
4061103306,31,0,292.94,28
4061102201,69,0,593.0300000000001,33
4061103274,60,0,465.9500000000001,16
4061104022,90,0,748.3700000000001,33
4061103455,33,0,311.5,30
4061100556,57,0,354.14,0
4061101851,30,0,287.79,27
4061102454,31,0,245.57999999999998,5
4061100217,100,0,928.6899999999999,77
4061100574,43,0,258.5799999999999,3
4061101408,31,0,299.83000000000004,31
4061102083,59,5,398.47000000000014,4
4061100669,87,0,712.2400000000004,28
4061100122,24,0,145.62000000000003,1
4061204807,36,0,333.52000000000004,25
4061100886,56,0,340.74000000000007,3
4061102807,62,0,481.29000000000025,10
4061101593,24,0,166.9,3
4061103672,56,0,398.20000000000005,12
4061205835,30,0,278.4,24
4061204721,47,4,446.04,41
4061205699,53,0,441.8000000000001,16
4061101236,57,0,436.78999999999996,10
4061103211,18,2,85.17,0
4061100393,13,2,42.58,0
4061103401,74,0,609.67,22
4061205541,7,3,46.78,1
4061100502,149,1,1186.710000000001,39
4061100416,20,14,126.76999999999998,1
4061103618,100,0,743.1699999999997,13
4061100149,68,0,481.16000000000014,4
4061205084,40,0,352.46,20
4061101887,67,0,534.26,24
4061101209,86,0,716.8000000000001,39
4061206049,16,1,129.4,7
4061103636,113,0,907.4199999999998,32
4061206076,1,0,2.8,0
4061100104,40,0,305.4700000000001,6
4061101774,89,0,753.5699999999997,39
4061204273,34,0,323.71999999999997,30
4061101557,113,0,906.9900000000002,32
4061102775,17,1,129.54999999999998,2
4061102861,66,0,407.91999999999996,1
4061205898,26,1,246.22,22
4061103532,61,1,498.55999999999995,19
4061105077,53,3,391.60000000000014,10
4061104085,5,0,27.270000000000003,0
4061204766,257,2,2227.3999999999987,124
4061204816,41,0,356.31000000000006,20
4061205491,15,1,133.57000000000002,9
4061205265,55,0,503.1700000000002,39
4061101037,48,0,353.92999999999995,7
4061100936,55,0,392.8000000000002,11
4061207005,15,0,137.45000000000002,11
4061100606,53,0,343.98,4
4061100194,103,0,788.5600000000002,19
4061102228,149,0,1153.6299999999997,37
4061103107,18,3,76.51,0
4061100312,215,0,1833.04,106
4061205704,12,1,100.47999999999999,4
